SKU,Producto,Ingresos,ComprasUnicas,Cantidad,PrecioMedio,CantidadMedia,Reembolso,PorcentCarritoDetalle,PorcentCompraDetalle
GGOEGBJD133999,Google Cambridge Campus Tote,0.00,0.00,0,0.00,0.00,0.00 ,2.50 %,0.00 %
GGOEGBJD140699,Google NYC Campus Tote,0.00,0.00,0,0.00,0.00,0.00 ,2.41 %,0.00 %
GGOEGBJD141499,Google Chicago Campus Tote,0.00,0.00,0,0.00,0.00,0.00 ,5.26 %,0.00 %
GGOEGBJH131899,Google Hemp Tote,0.00,0.00,0,0.00,0.00,0.00 ,2.82 %,0.00 %
GGOEGBRB105199,Google Rolltop Backpack Reflective,0.00,0.00,0,0.00,0.00,0.00 ,4.63 %,0.00 %
GGOEGCBA128699,Google Confetti Bundle,0.00,0.00,0,0.00,0.00,0.00 ,1.63 %,0.00 %
GGOEGCBA128799,Google Campus Bike Bundle,0.00,0.00,0,0.00,0.00,0.00 ,4.71 %,0.00 %
GGOEGCBA129099,Googler Starter Pack,0.00,0.00,0,0.00,0.00,0.00 ,5.66 %,0.00 %
GGOEGCBB139999,Google NYC Campus Lapel Pin,0.00,0.00,0,0.00,0.00,0.00 ,4.41 %,0.00 %
GGOEGCBC140799,Google Chicago Campus Lapel Pin,0.00,0.00,0,0.00,0.00,0.00 ,27.27 %,0.00 %
GGOEGCBD142099,Google Cork Card Holder,0.00,0.00,0,0.00,0.00,0.00 ,5.88 %,0.00 %
GGOEGCBD142199,Google Cork Passport Holder,0.00,0.00,0,0.00,0.00,0.00 ,13.04 %,0.00 %
GGOEGCBD142299,Google Cork Tablet Case,0.00,0.00,0,0.00,0.00,0.00 ,7.41 %,0.00 %
GGOEGCBR133299,Google Cambridge Campus Lapel Pin,0.00,0.00,0,0.00,0.00,0.00 ,6.90 %,0.00 %
GGOEGCKC141399,Google Chicago Campus Sticker,0.00,0.00,0,0.00,0.00,0.00 ,12.00 %,0.00 %
GGOEGCKD141999,Google Cork Key Ring,0.00,0.00,0,0.00,0.00,0.00 ,15.22 %,0.00 %
GGOEGCKM142999,Google Austin Campus Sticker,0.00,0.00,0,0.00,0.00,0.00 ,13.33 %,0.00 %
GGOEGCKR133899,Google Cambridge Campus Sticker,0.00,0.00,0,0.00,0.00,0.00 ,15.22 %,0.00 %
GGOEGCXD132499,Google Utensil Set,0.00,0.00,0,0.00,0.00,0.00 ,3.91 %,0.00 %
GGOEGDBD132099,Google Bottle Cleaner,0.00,0.00,0,0.00,0.00,0.00 ,19.88 %,0.00 %
GGOEGDHC018299,Google 22 oz Water Bottle,0.00,0.00,0,0.00,0.00,0.00 ,36.00 %,0.00 %
GGOEGDHH098599,Google 16 oz Glass Bottle Green,0.00,0.00,0,0.00,0.00,0.00 ,20.17 %,0.00 %
GGOEGDHJ133499,Google Cambridge Campus Bottle,0.00,0.00,0,0.00,0.00,0.00 ,2.74 %,0.00 %
GGOEGDHJ140199,Google NYC Campus Bottle,0.00,0.00,0,0.00,0.00,0.00 ,4.00 %,0.00 %
GGOEGDHJ140999,Google Chicago Campus Bottle,0.00,0.00,0,0.00,0.00,0.00 ,3.70 %,0.00 %
GGOEGDHL098699,Google 16 oz Glass Bottle Navy,0.00,0.00,0,0.00,0.00,0.00 ,22.42 %,0.00 %
GGOEGDHL116999,Google Bike Bottle,0.00,0.00,0,0.00,0.00,0.00 ,9.57 %,0.00 %
GGOEGDHQ127799,Google Mural Bottle,0.00,0.00,0,0.00,0.00,0.00 ,11.33 %,0.00 %
GGOEGDHR117099,Google Buoy Bottle,0.00,0.00,0,0.00,0.00,0.00 ,12.50 %,0.00 %
GGOEGDNC147699,Google Super G Tumbler (Blue Lid),0.00,0.00,0,0.00,0.00,0.00 ,17.59 %,0.00 %
GGOEGDNR147599,Google Super G Tumbler (Red Lid),0.00,0.00,0,0.00,0.00,0.00 ,5.69 %,0.00 %
GGOEGDWB140099,Google NYC Campus Mug,0.00,0.00,0,0.00,0.00,0.00 ,12.70 %,0.00 %
GGOEGDWC122799,Google Campus Corkbase Mug Blue,0.00,0.00,0,0.00,0.00,0.00 ,20.92 %,0.00 %
GGOEGDWJ132899,Google Felt Mason Jar,0.00,0.00,0,0.00,0.00,0.00 ,0.55 %,0.00 %
GGOEGDWR133399,Google Cambridge Campus Mug,0.00,0.00,0,0.00,0.00,0.00 ,1.64 %,0.00 %
GGOEGGCX056199,Gift Card- $100.00,0.00,0.00,0,0.00,0.00,0.00 ,25.00 %,0.00 %
GGOEGGCX056299,Gift Card - $25.00,0.00,0.00,0,0.00,0.00,0.00 ,65.91 %,0.00 %
GGOEGGCX056399,Gift Card - $250.00,0.00,0.00,0,0.00,0.00,0.00 ,16.67 %,0.00 %
GGOEGGCX056499,Gift Card - $50.00,0.00,0.00,0,0.00,0.00,0.00 ,21.74 %,0.00 %
GGOEGGCX092599,Gift Card - $10.00,0.00,0.00,0,0.00,0.00,0.00 ,12.50 %,0.00 %
GGOEGHPL003214,Google Stretch Fit Hat M/L Navy,0.00,0.00,0,0.00,0.00,0.00 ,40.00 %,0.00 %
GGOEGOCA121599,Google Confetti Task Pad,0.00,0.00,0,0.00,0.00,0.00 ,20.00 %,0.00 %
GGOEGOCB017499,Leatherette Journal,0.00,0.00,0,0.00,0.00,0.00 ,28.71 %,0.00 %
GGOEGOCD131699,Google Cork Journal,0.00,0.00,0,0.00,0.00,0.00 ,4.67 %,0.00 %
GGOEGOCR132199,Google ApPeel Journal Red,0.00,0.00,0,0.00,0.00,0.00 ,3.40 %,0.00 %
GGOEGOCT019199,Red Spiral Google Notebook,0.00,0.00,0,0.00,0.00,0.00 ,30.00 %,0.00 %
GGOEGOLA127599,Google Mural Notebook,0.00,0.00,0,0.00,0.00,0.00 ,9.69 %,0.00 %
GGOEGOLJ137999,Google Felt Refillable Journal,0.00,0.00,0,0.00,0.00,0.00 ,3.74 %,0.00 %
GGOEGPJC019099,"7"" Dog Frisbee",0.00,0.00,0,0.00,0.00,0.00 ,22.22 %,0.00 %
GGOEGXXX0885,Google Flower Onesie Purple,0.00,0.00,0,0.00,0.00,0.00 ,38.31 %,0.00 %
GGOEGXXX0886,Google Protector Onesie Navy,0.00,0.00,0,0.00,0.00,0.00 ,29.62 %,0.00 %
GGOEGXXX0887,Google Standard Onesie Grey,0.00,0.00,0,0.00,0.00,0.00 ,30.17 %,0.00 %
GGOEGXXX0888,Google Standard Onesie Green,0.00,0.00,0,0.00,0.00,0.00 ,23.72 %,0.00 %
GGOEGXXX0889,Google Toddler Tee Blue,0.00,0.00,0,0.00,0.00,0.00 ,61.79 %,0.00 %
GGOEGXXX0890,Google Toddler Tee Green,0.00,0.00,0,0.00,0.00,0.00 ,35.42 %,0.00 %
GGOEGXXX0891,Google Toddler Tee White,0.00,0.00,0,0.00,0.00,0.00 ,18.74 %,0.00 %
GGOEGXXX0891,Google Todler Tee White,0.00,0.00,0,0.00,0.00,0.00 ,25.84 %,0.00 %
GGOEGXXX0892,Google Toddler Trike Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,44.36 %,0.00 %
GGOEGXXX0893,Google Toddler Flower Tee Purple,0.00,0.00,0,0.00,0.00,0.00 ,39.87 %,0.00 %
GGOEGXXX0894,Google Toddler Protector Tee Navy,0.00,0.00,0,0.00,0.00,0.00 ,29.10 %,0.00 %
GGOEGXXX0903,Google Tee White,0.00,0.00,0,0.00,0.00,0.00 ,18.94 %,0.00 %
GGOEGXXX0904,Google Tee Red,0.00,0.00,0,0.00,0.00,0.00 ,23.24 %,0.00 %
GGOEGXXX0905,Google Tee Yellow,0.00,0.00,0,0.00,0.00,0.00 ,21.65 %,0.00 %
GGOEGXXX0906,Google Tee Green,0.00,0.00,0,0.00,0.00,0.00 ,15.19 %,0.00 %
GGOEGXXX0907,Google Tee Blue,0.00,0.00,0,0.00,0.00,0.00 ,20.22 %,0.00 %
GGOEGXXX0908,Google Bike Tee Navy,0.00,0.00,0,0.00,0.00,0.00 ,16.22 %,0.00 %
GGOEGXXX0910,Google Women's Tee Grey,0.00,0.00,0,0.00,0.00,0.00 ,10.13 %,0.00 %
GGOEGXXX0911,Google Zip Hoodie Black,0.00,0.00,0,0.00,0.00,0.00 ,9.90 %,0.00 %
GGOEGXXX0912,Google Pullover Hoodie Grey,0.00,0.00,0,0.00,0.00,0.00 ,20.65 %,0.00 %
GGOEGXXX0913,Google Crewneck Sweatshirt Navy,0.00,0.00,0,0.00,0.00,0.00 ,15.13 %,0.00 %
GGOEGXXX0915,Android Women's Peace Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,23.58 %,0.00 %
GGOEGXXX0916,Android Matrix Tee White,0.00,0.00,0,0.00,0.00,0.00 ,2.74 %,0.00 %
GGOEGXXX0917,Android Tone Hoodie Black,0.00,0.00,0,0.00,0.00,0.00 ,10.28 %,0.00 %
GGOEGXXX0918,YouTube Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,18.72 %,0.00 %
GGOEGXXX0919,YouTube Women's Favorite Tee White,0.00,0.00,0,0.00,0.00,0.00 ,23.91 %,0.00 %
GGOEGXXX0962,Google Mens Microfleece Jacket Black,0.00,0.00,0,0.00,0.00,0.00 ,11.23 %,0.00 %
GGOEGXXX0963,Google Women's Microfleece Jacket Black,0.00,0.00,0,0.00,0.00,0.00 ,18.66 %,0.00 %
GGOEGXXX0964,Google Crewneck Sweatshirt Grey,0.00,0.00,0,0.00,0.00,0.00 ,16.70 %,0.00 %
GGOEGXXX1023,Google Black Tee,0.00,0.00,0,0.00,0.00,0.00 ,5.26 %,0.00 %
GGOEGXXX1025,Google Women's Black Tee,0.00,0.00,0,0.00,0.00,0.00 ,3.11 %,0.00 %
GGOEGXXX1026,Google Women's White Tee,0.00,0.00,0,0.00,0.00,0.00 ,30.00 %,0.00 %
GGOEGXXX1030,Google Tee Grey,0.00,0.00,0,0.00,0.00,0.00 ,12.08 %,0.00 %
GGOEGXXX1031,I am Not a Robot Tee White,0.00,0.00,0,0.00,0.00,0.00 ,9.21 %,0.00 %
GGOEGXXX1032,Mind Blown Tee White,0.00,0.00,0,0.00,0.00,0.00 ,8.07 %,0.00 %
GGOEGXXX1034,Google Bike Tee Grey,0.00,0.00,0,0.00,0.00,0.00 ,21.69 %,0.00 %
GGOEGXXX1038,Google F/C Longsleeve Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,5.59 %,0.00 %
GGOEGXXX1039,Google F/C Longsleeve Ash,0.00,0.00,0,0.00,0.00,0.00 ,8.24 %,0.00 %
GGOEGXXX1040,Google Tudes Recycled Tee,0.00,0.00,0,0.00,0.00,0.00 ,11.06 %,0.00 %
GGOEGXXX1041,Google Tonal Tee Fog,0.00,0.00,0,0.00,0.00,0.00 ,9.68 %,0.00 %
GGOEGXXX1042,Google Tonal Tee Spearmint,0.00,0.00,0,0.00,0.00,0.00 ,4.91 %,0.00 %
GGOEGXXX1043,Google Tonal Tee Coral,0.00,0.00,0,0.00,0.00,0.00 ,7.62 %,0.00 %
GGOEGXXX1044,Google Tonal Tee Slate Grey,0.00,0.00,0,0.00,0.00,0.00 ,18.18 %,0.00 %
GGOEGXXX1078,Google Women's Grid Zip-Up,0.00,0.00,0,0.00,0.00,0.00 ,9.67 %,0.00 %
GGOEGXXX1079,Google Men's Techie Fleece,0.00,0.00,0,0.00,0.00,0.00 ,8.29 %,0.00 %
GGOEGXXX1080,Google Women's Techie Fleece,0.00,0.00,0,0.00,0.00,0.00 ,3.08 %,0.00 %
GGOEGXXX1081,Google Men's Discovery Lt. Rain Shell,0.00,0.00,0,0.00,0.00,0.00 ,7.93 %,0.00 %
GGOEGXXX1082,Google Women's Discovery Lt. Rain Shell,0.00,0.00,0,0.00,0.00,0.00 ,11.29 %,0.00 %
GGOEGXXX1083,Google Men's Kirkland Pullover,0.00,0.00,0,0.00,0.00,0.00 ,8.28 %,0.00 %
GGOEGXXX1084,Google Women's Kirkland Pullover,0.00,0.00,0,0.00,0.00,0.00 ,8.97 %,0.00 %
GGOEGXXX1095,Google Men's Outpost Vest,0.00,0.00,0,0.00,0.00,0.00 ,12.30 %,0.00 %
GGOEGXXX1096,Google Women's Outpost Vest,0.00,0.00,0,0.00,0.00,0.00 ,12.83 %,0.00 %
GGOEGXXX1099,Google Women's Tee F/C Black,0.00,0.00,0,0.00,0.00,0.00 ,32.21 %,0.00 %
GGOEGXXX1100,Google Tee F/C Black,0.00,0.00,0,0.00,0.00,0.00 ,25.80 %,0.00 %
GGOEGXXX1105,Google Shoreline Tonal Tee Maroon,0.00,0.00,0,0.00,0.00,0.00 ,30.04 %,0.00 %
GGOEGXXX1106,Google Shoreline Tonal Tee Olive,0.00,0.00,0,0.00,0.00,0.00 ,35.78 %,0.00 %
GGOEGXXX1107,Google Shoreline Tonal Crew Maroon,0.00,0.00,0,0.00,0.00,0.00 ,20.53 %,0.00 %
GGOEGXXX1108,Google Shoreline Tonal Crew Olive,0.00,0.00,0,0.00,0.00,0.00 ,24.51 %,0.00 %
GGOEGXXX1109,Google Zip Hoodie F/C,0.00,0.00,0,0.00,0.00,0.00 ,17.71 %,0.00 %
GGOEGXXX1130,Google Youth FC Tee Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,25.76 %,0.00 %
GGOEGXXX1131,Google Youth FC Longsleeve Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,13.65 %,0.00 %
GGOEGXXX1133,Google Toddler FC Tee Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,29.31 %,0.00 %
GGOEGXXX1135,Google Infant Charcoal Onesie,0.00,0.00,0,0.00,0.00,0.00 ,39.82 %,0.00 %
GGOEGXXX1136,Google Toddler FC Zip Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,12.11 %,0.00 %
GGOEGXXX1137,Google Youth FC Zip Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,12.32 %,0.00 %
GGOEGXXX1167,Google Youth F/C Pullover Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,11.57 %,0.00 %
GGOEGXXX1173,Google Striped Tee White,0.00,0.00,0,0.00,0.00,0.00 ,12.85 %,0.00 %
GGOEGXXX1174,Google Color Block Tee White,0.00,0.00,0,0.00,0.00,0.00 ,16.91 %,0.00 %
GGOEGXXX1174,Unisex Google Color Block Tee White,0.00,0.00,0,0.00,0.00,0.00 ,12.70 %,0.00 %
GGOEGXXX1175,Google Pocket Tee Grey,0.00,0.00,0,0.00,0.00,0.00 ,18.95 %,0.00 %
GGOEGXXX1176,Google Jumbo Print Tee White,0.00,0.00,0,0.00,0.00,0.00 ,16.41 %,0.00 %
GGOEGXXX1177,Google Striped Tank,0.00,0.00,0,0.00,0.00,0.00 ,12.52 %,0.00 %
GGOEGXXX1178,Google Youth Pocket Tee Blue,0.00,0.00,0,0.00,0.00,0.00 ,14.66 %,0.00 %
GGOEGXXX1179,Google Youth Color Block Tee White,0.00,0.00,0,0.00,0.00,0.00 ,21.34 %,0.00 %
GGOEGXXX1180,Google Youth Jumbo Print Tee White,0.00,0.00,0,0.00,0.00,0.00 ,19.49 %,0.00 %
GGOEGXXX1181,Google Women's Striped L/S,0.00,0.00,0,0.00,0.00,0.00 ,18.27 %,0.00 %
GGOEGXXX1182,Google Lightweight Crew Sweatshirt Grey,0.00,0.00,0,0.00,0.00,0.00 ,9.00 %,0.00 %
GGOEGXXX1183,Google Kids Playful Tee,0.00,0.00,0,0.00,0.00,0.00 ,37.05 %,0.00 %
GGOEGXXX1187,Google Youth Pocket Tee Red,0.00,0.00,0,0.00,0.00,0.00 ,11.36 %,0.00 %
GGOEGXXX1189,Google Eco Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,18.77 %,0.00 %
GGOEGXXX1190,Google Women's Eco Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,37.70 %,0.00 %
GGOEGXXX1193,Google Campus Bike Eco Tee Navy,0.00,0.00,0,0.00,0.00,0.00 ,19.55 %,0.00 %
GGOEGXXX1194,Google Dino Game Tee,0.00,0.00,0,0.00,0.00,0.00 ,13.68 %,0.00 %
GGOEGXXX1195,Google Mountain View Tee Red,0.00,0.00,0,0.00,0.00,0.00 ,11.76 %,0.00 %
GGOEGXXX1196,Google Mountain View Tee Blue,0.00,0.00,0,0.00,0.00,0.00 ,15.05 %,0.00 %
GGOEGXXX1197,Google Tee Mint Green,0.00,0.00,0,0.00,0.00,0.00 ,29.43 %,0.00 %
GGOEGXXX1198,Google Tee Dark Blue,0.00,0.00,0,0.00,0.00,0.00 ,20.77 %,0.00 %
GGOEGXXX1199,Google Ringer Tee,0.00,0.00,0,0.00,0.00,0.00 ,29.13 %,0.00 %
GGOEGXXX1200,Google Women's Ringer Tee,0.00,0.00,0,0.00,0.00,0.00 ,20.00 %,0.00 %
GGOEGXXX1201,Google 3/4 Raglan Red,0.00,0.00,0,0.00,0.00,0.00 ,21.68 %,0.00 %
GGOEGXXX1201,Google Unisex 3/4 Raglan Red,0.00,0.00,0,0.00,0.00,0.00 ,37.50 %,0.00 %
GGOEGXXX1253,Google Unisex Pride Eco-Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,14.91 %,0.00 %
GGOEGXXX1254,Google Women's Pride Eco-Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,24.39 %,0.00 %
GGOEGXXX1264,Android Garden Tee Orange,0.00,0.00,0,0.00,0.00,0.00 ,5.83 %,0.00 %
GGOEGXXX1265,Google Beekeepers Tee Mint,0.00,0.00,0,0.00,0.00,0.00 ,6.67 %,0.00 %
GGOEGXXX1266,Flamingo and Friends Tee Blue,0.00,0.00,0,0.00,0.00,0.00 ,1.77 %,0.00 %
GGOEGXXX1267,Stan and Friends Tee Green,0.00,0.00,0,0.00,0.00,0.00 ,15.38 %,0.00 %
GGOEGXXX1268,Stan and Friends Onesie Green,0.00,0.00,0,0.00,0.00,0.00 ,27.45 %,0.00 %
GGOEGXXX1269,Stan and Friends Youth Tee Green,0.00,0.00,0,0.00,0.00,0.00 ,10.00 %,0.00 %
GGOEGXXX1270,Stan and Friends Toddler Tee Green,0.00,0.00,0,0.00,0.00,0.00 ,4.35 %,0.00 %
GGOEGXXX1271,Google Beekeepers Youth Tee Pink,0.00,0.00,0,0.00,0.00,0.00 ,7.89 %,0.00 %
GGOEGXXX1273,Google Beekeepers Onesie Pink,0.00,0.00,0,0.00,0.00,0.00 ,21.05 %,0.00 %
GGOEGXXX1335,Google Cambridge Campus Unisex Tee,0.00,0.00,0,0.00,0.00,0.00 ,1.65 %,0.00 %
GGOEGXXX1337,Google Cambridge Campus Zip Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,3.79 %,0.00 %
GGOEGXXX1342,Google Crewneck Sweatshirt Green,0.00,0.00,0,0.00,0.00,0.00 ,16.60 %,0.00 %
GGOEGXXX1343,Google Heather Green Speckled Tee,0.00,0.00,0,0.00,0.00,0.00 ,16.13 %,0.00 %
GGOEGXXX1344,Google Navy Speckled Tee,0.00,0.00,0,0.00,0.00,0.00 ,18.70 %,0.00 %
GGOEGXXX1345,Google Red Speckled Tee,0.00,0.00,0,0.00,0.00,0.00 ,10.23 %,0.00 %
GGOEGXXX1346,Google Toddler Tee White,0.00,0.00,0,0.00,0.00,0.00 ,22.85 %,0.00 %
GGOEGXXX1347,Google Sherpa Zip Hoodie Navy,0.00,0.00,0,0.00,0.00,0.00 ,6.25 %,0.00 %
GGOEGXXX1350,Google Raincoat Navy,0.00,0.00,0,0.00,0.00,0.00 ,2.76 %,0.00 %
GGOEGXXX1352,Google Sherpa Zip Hoodie Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,4.57 %,0.00 %
GGOEGXXX1357,Google Toddler Hero Tee Olive,0.00,0.00,0,0.00,0.00,0.00 ,6.15 %,0.00 %
GGOEGXXX1359,Google Youth Badge Tee Olive,0.00,0.00,0,0.00,0.00,0.00 ,12.03 %,0.00 %
GGOEGXXX1360,Google Youth Hero Tee Grey,0.00,0.00,0,0.00,0.00,0.00 ,18.05 %,0.00 %
GGOEGXXX1361,Google Youth Hero Tee Maroon,0.00,0.00,0,0.00,0.00,0.00 ,14.21 %,0.00 %
GGOEGXXX1371,Google Men's Tech Fleece Vest Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,14.84 %,0.00 %
GGOEGXXX1372,Google Women's Tech Fleece Vest Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,9.88 %,0.00 %
GGOEGXXX1381,Google Men's Softshell Moss,0.00,0.00,0,0.00,0.00,0.00 ,9.83 %,0.00 %
GGOEGXXX1382,Google Women's Softshell Moss,0.00,0.00,0,0.00,0.00,0.00 ,4.88 %,0.00 %
GGOEGXXX1383,Google Men's Puff Jacket Black,0.00,0.00,0,0.00,0.00,0.00 ,6.64 %,0.00 %
GGOEGXXX1384,Google Women's Puff Jacket Black,0.00,0.00,0,0.00,0.00,0.00 ,11.90 %,0.00 %
GGOEGXXX1385,Google Men's Tech Fleece Grey,0.00,0.00,0,0.00,0.00,0.00 ,29.02 %,0.00 %
GGOEGXXX1386,Google Women's Tech Fleece Grey,0.00,0.00,0,0.00,0.00,0.00 ,14.04 %,0.00 %
GGOEGXXX1387,Google Sherpa Vest Black,0.00,0.00,0,0.00,0.00,0.00 ,1.67 %,0.00 %
GGOEGXXX1404,Google NYC Campus Zip Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,1.40 %,0.00 %
GGOEGXXX1410,Google Chicago Campus Unisex Tee,0.00,0.00,0,0.00,0.00,0.00 ,2.00 %,0.00 %
GGOEGXXX1411,Google Chicago Campus Ladies Tee,0.00,0.00,0,0.00,0.00,0.00 ,50.00 %,0.00 %
GGOEGXXX1412,Google Chicago Campus Zip Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,4.95 %,0.00 %
GGOEGXXX1439,Google Boulder Campus Unisex Tee,0.00,0.00,0,0.00,0.00,0.00 ,4.88 %,0.00 %
GGOEGXXX1440,Google Boulder Campus Ladies Tee,0.00,0.00,0,0.00,0.00,0.00 ,33.33 %,0.00 %
GGOEGXXX1441,Google Boulder Campus Zip Hoodie,0.00,0.00,0,0.00,0.00,0.00 ,2.78 %,0.00 %
GGOEGXXX1445,Google Infant Hero Tee Olive,0.00,0.00,0,0.00,0.00,0.00 ,12.82 %,0.00 %
GGOEGXXX1474,Dino Holiday Sweater,0.00,0.00,0,0.00,0.00,0.00 ,3.61 %,0.00 %
GGOENEBB078899,Cam Indoor Security Camera - USA,0.00,0.00,0,0.00,0.00,0.00 ,46.53 %,0.00 %
GGOENEBB081499,NestÂ® Cam Indoor Security Camera - CA,0.00,0.00,0,0.00,0.00,0.00 ,25.00 %,0.00 %
GGOENEBD084799,Learning Thermostat 3rd Gen-USA - Copper,0.00,0.00,0,0.00,0.00,0.00 ,46.56 %,0.00 %
GGOENEBJ081899,NestÂ® Learning Thermostat 3rd Gen - CA - Stainless Steel,0.00,0.00,0,0.00,0.00,0.00 ,80.00 %,0.00 %
GGOENEBJ097199,x Yale Lock Satin Nickel- USA,0.00,0.00,0,0.00,0.00,0.00 ,28.79 %,0.00 %
GGOENEBQ079099,Protect Smoke + CO White Battery Alarm-USA,0.00,0.00,0,0.00,0.00,0.00 ,52.16 %,0.00 %
GGOENEBQ079199,Protect Smoke + CO White Wired Alarm-USA,0.00,0.00,0,0.00,0.00,0.00 ,54.49 %,0.00 %
GGOENEBQ081699,NestÂ® Protect Smoke + CO White Battery Alarm - CA,0.00,0.00,0,0.00,0.00,0.00 ,30.00 %,0.00 %
GGOENEBQ081799,NestÂ® Protect Smoke + CO White Wired Alarm - CA,0.00,0.00,0,0.00,0.00,0.00 ,60.00 %,0.00 %
GGOENEBQ084699,Learning Thermostat 3rd Gen-USA - White,0.00,0.00,0,0.00,0.00,0.00 ,46.08 %,0.00 %
GGOENEBQ086499,Cam IQ - USA,0.00,0.00,0,0.00,0.00,0.00 ,34.28 %,0.00 %
GGOENEBQ086599,NestÂ® Cam IQ - CA,0.00,0.00,0,0.00,0.00,0.00 ,42.86 %,0.00 %
GGOENEBQ086799,Thermostat E - USA,0.00,0.00,0,0.00,0.00,0.00 ,40.04 %,0.00 %
GGOENEBQ086899,NestÂ®  Thermostat E - CA,0.00,0.00,0,0.00,0.00,0.00 ,50.00 %,0.00 %
GGOENEBQ092299,Secure Alarm System Starter Pack - USA,0.00,0.00,0,0.00,0.00,0.00 ,29.13 %,0.00 %
GGOENEBQ092399,Cam IQ Outdoor - USA,0.00,0.00,0,0.00,0.00,0.00 ,34.98 %,0.00 %
GGOENEBQ093499,Detect - USA,0.00,0.00,0,0.00,0.00,0.00 ,26.79 %,0.00 %
GGOENEBQ093599,Tag - USA,0.00,0.00,0,0.00,0.00,0.00 ,9.45 %,0.00 %
GGOENEBQ093699,Connect -USA,0.00,0.00,0,0.00,0.00,0.00 ,6.87 %,0.00 %
GGOENEBQ102899,Temperature Sensor - US,0.00,0.00,0,0.00,0.00,0.00 ,48.33 %,0.00 %
GGOENEBQ102931,Temperature Sensor 3 Pack -US,0.00,0.00,0,0.00,0.00,0.00 ,56.36 %,0.00 %
GGOEWXXX0827,Waze Women's Short Sleeve Tee,0.00,0.00,0,0.00,0.00,0.00 ,17.51 %,0.00 %
GGOEWXXX0828,Waze Men's Short Sleeve Tee,0.00,0.00,0,0.00,0.00,0.00 ,1.02 %,0.00 %
GGOEWXXX0834,Waze Women's Typography Short Sleeve Tee,0.00,0.00,0,0.00,0.00,0.00 ,22.22 %,0.00 %
GGOEWXXX0835,Waze Men's Typography Short Sleeve Tee,0.00,0.00,0,0.00,0.00,0.00 ,15.38 %,0.00 %
GGOEYCBA106199,YouTube Wordmark Pin,0.00,0.00,0,0.00,0.00,0.00 ,2.17 %,0.00 %
GGOEYXXX0895,YouTube Toddler Tee White,0.00,0.00,0,0.00,0.00,0.00 ,21.48 %,0.00 %
GGOEYXXX0896,YouTube Toddler Tee Black,0.00,0.00,0,0.00,0.00,0.00 ,13.06 %,0.00 %
GGOEYXXX0897,YouTube Kids Onesie White,0.00,0.00,0,0.00,0.00,0.00 ,31.07 %,0.00 %
GGOEYXXX0937,YouTube Wordmark Crew Grey,0.00,0.00,0,0.00,0.00,0.00 ,9.38 %,0.00 %
GGOEYXXX0938,YouTube Icon Pullover Black,0.00,0.00,0,0.00,0.00,0.00 ,9.31 %,0.00 %
GGOEYXXX1202,YouTube Icon Tee Charcoal,0.00,0.00,0,0.00,0.00,0.00 ,17.32 %,0.00 %
GGOEYXXX1203,YouTube Icon Tee Grey,0.00,0.00,0,0.00,0.00,0.00 ,17.37 %,0.00 %
GGOEYXXX1207,YouTube Standards Zip Hoodie Black,0.00,0.00,0,0.00,0.00,0.00 ,3.52 %,0.00 %
,,"63,334.49","2,824.00","5,168",12.26,1.83,0.00 ,17.92 %,0.54 %
,,,,,,,,,
Índice de día,Ingresos del producto,,,,,,,,
1/1/19,"103,35 US$",,,,,,,,
2/1/19,"159,87 US$",,,,,,,,
3/1/19,"23,72 US$",,,,,,,,
4/1/19,"29,90 US$",,,,,,,,
5/1/19,"184,33 US$",,,,,,,,
6/1/19,"75,37 US$",,,,,,,,
7/1/19,"54,34 US$",,,,,,,,
8/1/19,"132,92 US$",,,,,,,,
9/1/19,"76,98 US$",,,,,,,,
10/1/19,"56,97 US$",,,,,,,,
11/1/19,"32,97 US$",,,,,,,,
12/1/19,"0,00 US$",,,,,,,,
13/1/19,"80,91 US$",,,,,,,,
14/1/19,"226,96 US$",,,,,,,,
15/1/19,"134,97 US$",,,,,,,,
16/1/19,"89,11 US$",,,,,,,,
17/1/19,"45,98 US$",,,,,,,,
18/1/19,"0,00 US$",,,,,,,,
19/1/19,"69,99 US$",,,,,,,,
20/1/19,"14,00 US$",,,,,,,,
21/1/19,"0,00 US$",,,,,,,,
22/1/19,"319,64 US$",,,,,,,,
